question,question_slug,cue,correct_response,proposition_id,feat_type,qid,truth_coded,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max,imagery_z,facts_z,difficulty_z,truth_normed,truth_agree,prop_visual
Does it have seeds?,does-it-have-seeds,camel,no,camel:visual:no:2,visual,2,no,6,-2,0,-2,-2,1.166666667,0.752772653,0,2,-1.333333333,0.816496581,-2,0,1.833333333,1.471960144,0,4,-0.404975336,1.244264052,0.301174103,no,1,0.461538462
Does it have a cork?,does-it-have-a-cork,camel,no,camel:visual:no:4,visual,4,no,4,-2,0,-2,-2,1.75,1.707825128,0,4,-1.25,1.5,-2,1,0.75,0.957427108,0,2,0.502530556,-0.412597924,0.488973847,no,1,0.461538462
Does it have stripes?,does-it-have-stripes,camel,no,camel:visual:no:1,visual,1,no,3,-1.333333333,1.154700538,-2,0,1,1,0,2,-1.666666667,0.577350269,-2,-1,0.666666667,0.577350269,0,1,-0.664262734,-0.540048846,-0.450024871,no,1,0.461538462
Does it have whiskers?,does-it-have-whiskers,camel,no,camel:visual:no:3,visual,3,no,8,-0.875,1.125991626,-2,1,1.75,1.035098339,0,3,-0.5,1.414213562,-2,1,0.875,1.125991626,0,3,0.502530556,-0.221421542,2.179171538,no,1,0.461538462
Does it have green leaves?,does-it-have-green-leaves,camel,no,camel:visual:no:5,visual,5,no,8,-2,0,-2,-2,1,1.414213562,0,4,-1.5,0.9258201,-2,0,1.25,1.281739889,0,3,-0.664262734,0.352107603,-0.074425384,no,1,0.461538462
Is it a bird?,is-it-a-bird,camel,no,camel:nonvisual:no:1,nonvisual,1,no,2,-2,0,-2,-2,1,1.414213562,0,2,-1.5,0.707106781,-2,-1,1,1.414213562,0,2,-0.664262734,-0.030245161,-0.074425384,no,1,0.461538462
Is it graceful?,is-it-graceful,camel,no,camel:nonvisual:no:2,nonvisual,2,no,5,-0.4,0.894427191,-1,1,2,1.224744871,1,4,-1,1,-2,0,1,1.414213562,0,3,0.891461652,-0.030245161,1.052373077,no,1,0.461538462
Does it live on a farm?,does-it-live-on-a-farm,camel,no,camel:nonvisual:no:4,nonvisual,4,no,4,-0.5,0.577350269,-1,0,1.5,1.290994449,0,3,-1.5,0.577350269,-2,-1,1.75,1.707825128,0,4,0.113599459,1.116813131,-0.074425384,no,1,0.461538462
Does it live in a coop?,does-it-live-in-a-coop,camel,no,camel:nonvisual:no:5,nonvisual,5,no,5,-1.6,0.894427191,-2,0,1.6,1.341640786,0,3,-1,1.414213562,-2,1,1.6,1.516575089,0,3,0.269171898,0.887401473,1.052373077,no,1,0.461538462
Is it long?,is-it-long,carrot,yes,carrot:visual:yes:3,visual,3,yes,8,0.5,1.309307341,-2,2,2.25,0.88640526,1,4,-1.375,0.744023809,-2,0,0.625,1.187734939,0,3,1.280392749,-0.603774306,0.207274231,yes,1,0.25
Is it orange?,is-it-orange,carrot,yes,carrot:visual:yes:1,visual,1,yes,3,1.666666667,0.577350269,1,2,2,1,1,3,-1.666666667,0.577350269,-2,-1,1,1,0,2,0.891461652,-0.030245161,-0.450024871,yes,1,0.25
Does it have a top?,does-it-have-a-top,carrot,yes,carrot:visual:yes:2,visual,2,yes,6,1.333333333,0.816496581,0,2,1.333333333,1.032795559,0,3,-1.5,0.836660027,-2,0,0.666666667,0.816496581,0,2,-0.145687938,-0.540048846,-0.074425384,yes,1,0.25
Does it have a pointed end?,does-it-have-a-pointed-end,carrot,yes,carrot:visual:yes:4,visual,4,yes,7,1.857142857,0.377964473,1,2,3,1,2,4,-1.857142857,0.377964473,-2,-1,1.571428571,1.272418021,0,4,2.447186038,0.843704014,-0.879281427,yes,1,0.25
Is it a vegetable?,is-it-a-vegetable,carrot,yes,carrot:nonvisual:yes:1,nonvisual,1,yes,5,1.8,0.447213595,1,2,0.8,0.836660027,0,2,-1.8,0.447213595,-2,-1,1.4,1.140175425,0,3,-0.975407611,0.581519262,-0.75050446,yes,1,0.25
Is it eaten by rabbits?,is-it-eaten-by-rabbits,carrot,yes,carrot:nonvisual:yes:2,nonvisual,2,yes,5,1.4,0.894427191,0,2,1.4,1.140175425,0,3,-1.2,0.836660027,-2,0,1.4,1.140175425,0,3,-0.041972979,0.581519262,0.601653693,yes,1,0.25
Does it grow underground?,does-it-grow-underground,carrot,yes,carrot:nonvisual:yes:3,nonvisual,3,yes,4,1.25,1.5,-1,2,0.75,0.957427108,0,2,-1.5,0.577350269,-2,-1,0.75,0.5,0,1,-1.05319383,-0.412597924,-0.074425384,yes,1,0.25
Is it a root?,is-it-a-root,carrot,yes,carrot:nonvisual:yes:4,nonvisual,4,yes,9,1.333333333,1.118033989,-1,2,1.666666667,0.707106781,1,3,-0.777777778,0.971825316,-2,1,1.888888889,1.166666667,0,3,0.372886857,1.329231333,1.553172393,yes,1,0.25
Is it brown?,is-it-brown,carrot,no,carrot:visual:no:1,visual,1,no,4,-1.25,0.5,-2,-1,1.75,0.5,1,2,-1.5,0.577350269,-2,-1,1,1.414213562,0,3,0.502530556,-0.030245161,-0.074425384,no,1,0.25
Does it have four legs?,does-it-have-four-legs,carrot,no,carrot:visual:no:2,visual,2,no,6,-2,0,-2,-2,0.5,0.547722558,0,1,-2,0,-2,-2,0,0,0,0,-1.442124927,-1.559656216,-1.201223845,no,1,0.25
Does it have many cars?,does-it-have-many-cars,carrot,no,carrot:visual:no:3,visual,3,no,4,-2,0,-2,-2,1,2,0,4,-2,0,-2,-2,0,0,0,0,-0.664262734,-1.559656216,-1.201223845,no,1,0.25
Does it have wings?,does-it-have-wings,carrot,no,carrot:visual:no:4,visual,4,no,6,-2,0,-2,-2,1,1.673320053,0,4,-1.833333333,0.40824829,-2,-1,0,0,0,0,-0.664262734,-1.559656216,-0.825624358,no,1,0.25
Is it an animal?,is-it-an-animal,carrot,no,carrot:nonvisual:no:4,nonvisual,4,no,6,-1.5,1.224744871,-2,1,0.166666667,0.40824829,0,1,-1.5,0.836660027,-2,0,1.166666667,1.602081979,0,4,-1.960699722,0.224656682,-0.074425384,no,1,0.25
Does it live in swamps?,does-it-live-in-swamps,carrot,no,carrot:nonvisual:no:2,nonvisual,2,no,5,-1.6,0.894427191,-2,0,1,0.707106781,0,2,-1.6,0.894427191,-2,0,1.2,1.788854382,0,4,-0.664262734,0.27563705,-0.299785076,no,1,0.25
Does it live in Africa?,does-it-live-in-africa,carrot,no,carrot:nonvisual:no:3,nonvisual,3,no,5,-0.4,1.140175425,-2,1,0.6,0.894427191,0,2,-1,1,-2,0,0.6,0.894427191,0,2,-1.286552488,-0.642009583,1.052373077,NA,NA,0.25
Is it used for holding things?,is-it-used-for-holding-things,carrot,no,carrot:nonvisual:no:1,nonvisual,1,no,6,-2,0,-2,-2,1,1.095445115,0,3,-1.833333333,0.40824829,-2,-1,0.666666667,0.816496581,0,2,-0.664262734,-0.540048846,-0.825624358,no,1,0.25
Does it have a seat?,does-it-have-a-seat,chair,yes,chair:visual:yes:4,visual,4,yes,9,2,0,2,2,1.555555556,1.333333333,0,4,-1.888888889,0.333333333,-2,-1,0.666666667,1.118033989,0,3,0.200028592,-0.540048846,-0.950824187,yes,1,0.466666667
Does it have legs?,does-it-have-legs,chair,yes,chair:visual:yes:1,visual,1,yes,10,1.6,0.699205899,0,2,1.7,1.33749351,0,4,-1.5,1.08012345,-2,1,0.8,1.032795559,0,3,0.424744336,-0.336127372,-0.074425384,yes,1,0.466666667
Does it have armrests?,does-it-have-armrests,chair,yes,chair:visual:yes:3,visual,3,yes,4,0.75,0.957427108,0,2,1.5,1,1,3,-1.75,0.5,-2,-1,0.5,1,0,2,0.113599459,-0.794950688,-0.637824614,yes,1,0.466666667
Is it made of wood?,is-it-made-of-wood,chair,yes,chair:visual:yes:2,visual,2,yes,6,0.5,0.547722558,0,1,2.166666667,1.471960144,1,4,-1.333333333,0.816496581,-2,0,0.5,0.836660027,0,2,1.15074905,-0.794950688,0.301174103,yes,1,0.466666667
Is it found at tables?,is-it-found-at-tables,chair,yes,chair:nonvisual:yes:5,nonvisual,5,yes,6,1.333333333,0.816496581,0,2,2.166666667,1.471960144,0,4,-1.666666667,0.516397779,-2,-1,0.333333333,0.516397779,0,1,1.15074905,-1.049852531,-0.450024871,yes,1,0.466666667
Is it used for sitting on?,is-it-used-for-sitting-on,chair,yes,chair:nonvisual:yes:1,nonvisual,1,yes,4,1.75,0.5,1,2,0.75,0.5,0,1,-1.5,0.577350269,-2,-1,1,1.154700538,0,2,-1.05319383,-0.030245161,-0.074425384,yes,1,0.466666667
Is it furniture?,is-it-furniture,chair,yes,chair:nonvisual:yes:2,nonvisual,2,yes,5,2,0,2,2,0.6,1.341640786,0,3,-1.8,0.447213595,-2,-1,0.4,0.547722558,0,1,-1.286552488,-0.947891794,-0.75050446,yes,1,0.466666667
Is it comfortable?,is-it-comfortable,chair,yes,chair:nonvisual:yes:3,nonvisual,3,yes,4,0.25,0.5,0,1,1.25,1.5,0,3,-1.75,0.5,-2,-1,0,0,0,0,-0.275331637,-1.559656216,-0.637824614,NA,NA,0.466666667
Is it used for relaxing?,is-it-used-for-relaxing,chair,yes,chair:nonvisual:yes:4,nonvisual,4,yes,5,2,0,2,2,0.6,0.894427191,0,2,-2,0,-2,-2,0,0,0,0,-1.286552488,-1.559656216,-1.201223845,yes,1,0.466666667
Is it used in circuses?,is-it-used-in-circuses,chair,yes,chair:nonvisual:yes:6,nonvisual,4,no,7,0.428571429,0.534522484,0,1,1.571428571,0.975900073,0,3,-0.571428571,0.534522484,-1,0,0.714285714,0.951189731,0,2,0.22472263,-0.467219748,2.018200329,yes,0,0.466666667
Is it long?,is-it-long,chair,no,chair:visual:no:1,visual,1,no,7,-0.714285714,0.755928946,-2,0,1.428571429,1.133893419,0,3,-1.571428571,0.534522484,-2,-1,0,0,0,0,0.002476289,-1.559656216,-0.235396592,no,1,0.466666667
Does it have a tail?,does-it-have-a-tail,chair,no,chair:visual:no:2,visual,2,no,6,-2,0,-2,-2,0.333333333,0.516397779,0,1,-2,0,-2,-2,0.166666667,0.40824829,0,1,-1.701412324,-1.304754373,-1.201223845,no,1,0.466666667
Does it have a tail?,does-it-have-a-tail,chair,no,chair:visual:no:2,visual,5,no,5,-0.8,1.788854382,-2,2,3.2,1.095445115,2,4,-1.8,0.447213595,-2,-1,1.2,1.788854382,0,4,2.758330915,0.27563705,-0.75050446,no,1,0.466666667
Does it have a tail?,does-it-have-a-tail,chair,no,chair:visual:no:5,visual,2,no,6,-2,0,-2,-2,0.333333333,0.516397779,0,1,-2,0,-2,-2,0.166666667,0.40824829,0,1,-1.701412324,-1.304754373,-1.201223845,no,1,0.466666667
Does it have a tail?,does-it-have-a-tail,chair,no,chair:visual:no:5,visual,5,no,5,-0.8,1.788854382,-2,2,3.2,1.095445115,2,4,-1.8,0.447213595,-2,-1,1.2,1.788854382,0,4,2.758330915,0.27563705,-0.75050446,no,1,0.466666667
Is it orange?,is-it-orange,chair,no,chair:visual:no:4,visual,4,no,4,-0.75,0.957427108,-2,0,2.25,1.5,1,4,-1.75,0.5,-2,-1,0,0,0,0,1.280392749,-1.559656216,-0.637824614,no,1,0.466666667
Does it have a snout?,does-it-have-a-snout,chair,no,chair:visual:no:3,visual,3,no,6,-1.5,0.836660027,-2,0,0.833333333,0.98319208,0,2,-1.333333333,1.032795559,-2,0,0.666666667,1.211060142,0,3,-0.923550131,-0.540048846,0.301174103,no,1,0.466666667
Is it an animal?,is-it-an-animal,chair,no,chair:nonvisual:no:5,nonvisual,5,no,4,-2,0,-2,-2,1.5,1.290994449,0,3,-1.75,0.5,-2,-1,1.25,1.5,0,3,0.113599459,0.352107603,-0.637824614,no,1,0.466666667
Is it a fruit?,is-it-a-fruit,chair,no,chair:nonvisual:no:1,nonvisual,1,no,7,-1.571428571,1.133893419,-2,1,0.714285714,0.755928946,0,2,-1.857142857,0.377964473,-2,-1,0.714285714,1.112697281,0,3,-1.108755415,-0.467219748,-0.879281427,no,1,0.466666667
Is it nutritious?,is-it-nutritious,chair,no,chair:nonvisual:no:2,nonvisual,2,no,7,-1.571428571,1.133893419,-2,1,0.428571429,0.786795792,0,2,-1.857142857,0.377964473,-2,-1,0.857142857,1.214985793,0,3,-1.553248097,-0.248732454,-0.879281427,no,1,0.466666667
Is it a root?,is-it-a-root,chair,no,chair:nonvisual:no:3,nonvisual,3,no,6,-2,0,-2,-2,1,1.549193338,0,4,-1.333333333,1.211060142,-2,1,0.833333333,1.329160136,0,3,-0.664262734,-0.285147003,0.301174103,no,1,0.466666667
Does it have a beak?,does-it-have-a-beak,chicken,yes,chicken:visual:yes:3,visual,3,yes,5,1.6,0.894427191,0,2,1.4,0.547722558,1,2,-1.2,1.303840481,-2,1,1.6,0.894427191,1,3,-0.041972979,0.887401473,0.601653693,yes,1,0.555555556
Does it have feathers?,does-it-have-feathers,chicken,yes,chicken:visual:yes:1,visual,1,yes,6,1.5,0.836660027,0,2,2.5,1.224744871,1,4,-1,1.264911064,-2,1,2.166666667,1.329160136,0,4,1.669323845,1.754067737,1.052373077,yes,1,0.555555556
Does it have legs?,does-it-have-legs,chicken,yes,chicken:visual:yes:4,visual,4,yes,7,2,0,2,2,1.142857143,0.690065559,0,2,-2,0,-2,-2,0.428571429,0.786795792,0,2,-0.442016393,-0.904194335,-1.201223845,yes,1,0.555555556
Does it have wings?,does-it-have-wings,chicken,yes,chicken:visual:yes:2,visual,2,yes,4,2,0,2,2,1.25,1.5,0,3,-1.75,0.5,-2,-1,0,0,0,0,-0.275331637,-1.559656216,-0.637824614,yes,1,0.555555556
Does it live on a farm?,does-it-live-on-a-farm,chicken,yes,chicken:nonvisual:yes:2,nonvisual,2,yes,5,1.4,0.547722558,1,2,1.2,0.836660027,0,2,-1.2,0.836660027,-2,0,0.8,0.836660027,0,2,-0.353117857,-0.336127372,0.601653693,yes,1,0.555555556
Does it live in a coop?,does-it-live-in-a-coop,chicken,yes,chicken:nonvisual:yes:5,nonvisual,5,yes,5,1.4,0.547722558,1,2,1.4,1.516575089,0,4,-1.6,0.547722558,-2,-1,0.6,0.894427191,0,2,-0.041972979,-0.642009583,-0.299785076,yes,1,0.555555556
Does it lay eggs?,does-it-lay-eggs,chicken,yes,chicken:nonvisual:yes:1,nonvisual,1,yes,6,1.666666667,0.516397779,1,2,2.833333333,1.602081979,0,4,-1.333333333,1.632993162,-2,2,2.5,1.974841766,0,4,2.18789864,2.263871422,0.301174103,yes,1,0.555555556
Does it eat grain?,does-it-eat-grain,chicken,yes,chicken:nonvisual:yes:3,nonvisual,3,yes,4,1.5,0.577350269,1,2,1.25,0.957427108,0,2,-1,1.414213562,-2,1,0.75,0.957427108,0,2,-0.275331637,-0.412597924,1.052373077,yes,1,0.555555556
Is it eaten by frying?,is-it-eaten-by-frying,chicken,yes,chicken:nonvisual:yes:4,nonvisual,4,yes,2,1,1.414213562,0,2,2,0,2,2,-1,0,-1,-1,1.5,0.707106781,1,2,0.891461652,0.734460367,1.052373077,NA,NA,0.555555556
Is it yellow?,is-it-yellow,chicken,no,chicken:visual:no:2,visual,2,no,5,-0.6,1.140175425,-2,1,2.2,1.303840481,1,4,-1,1.414213562,-2,1,1,1,0,2,1.202606529,-0.030245161,1.052373077,no,1,0.555555556
Does it have hooves?,does-it-have-hooves,chicken,no,chicken:visual:no:3,visual,3,no,5,-2,0,-2,-2,1.2,1.643167673,0,4,-1.8,0.447213595,-2,-1,1,1.224744871,0,3,-0.353117857,-0.030245161,-0.75050446,no,1,0.555555556
Is it orange?,is-it-orange,chicken,no,chicken:visual:no:1,visual,1,no,4,-1.25,0.957427108,-2,0,1.5,1,0,2,-0.75,1.258305739,-2,1,1.5,1.914854216,0,4,0.113599459,0.734460367,1.615772308,no,1,0.555555556
Does it have four legs?,does-it-have-four-legs,chicken,no,chicken:visual:no:4,visual,4,no,4,-1,2,-2,2,0.5,0.577350269,0,1,-2,0,-2,-2,0.25,0.5,0,1,-1.442124927,-1.177303452,-1.201223845,NA,NA,0.555555556
Is it a mammal?,is-it-a-mammal,chicken,no,chicken:nonvisual:no:2,nonvisual,2,no,7,-1.428571429,1.511857892,-2,2,1.142857143,0.899735411,0,2,-1.571428571,0.534522484,-2,-1,2.142857143,1.463850109,0,4,-0.442016393,1.717653188,-0.235396592,no,1,0.555555556
Is it used for holding liquids?,is-it-used-for-holding-liquids,chicken,no,chicken:nonvisual:no:1,nonvisual,1,no,4,-2,0,-2,-2,0.75,0.957427108,0,2,-1.75,0.5,-2,-1,0,0,0,0,-1.05319383,-1.559656216,-0.637824614,no,1,0.555555556
Is it comfortable?,is-it-comfortable,chicken,no,chicken:nonvisual:no:5,nonvisual,5,no,5,-0.2,0.836660027,-1,1,1.4,1.140175425,0,3,-0.6,1.140175425,-2,1,0.6,0.894427191,0,2,-0.041972979,-0.642009583,1.953811846,NA,NA,0.555555556
Is it used for making jam?,is-it-used-for-making-jam,chicken,no,chicken:nonvisual:no:3,nonvisual,3,no,4,-2,0,-2,-2,0.5,0.577350269,0,1,-2,0,-2,-2,0.25,0.5,0,1,-1.442124927,-1.177303452,-1.201223845,no,1,0.555555556
Is it worn for the rain?,is-it-worn-for-the-rain,chicken,no,chicken:nonvisual:no:4,nonvisual,4,no,3,-2,0,-2,-2,0.666666667,0.577350269,0,1,-2,0,-2,-2,0.666666667,0.577350269,0,1,-1.182837529,-0.540048846,-1.201223845,no,1,0.555555556
Does it have eyes?,does-it-have-eyes,deer,yes,deer:visual:yes:3,visual,3,yes,6,2,0,2,2,2.166666667,1.471960144,1,4,-1.833333333,0.40824829,-2,-1,0.833333333,0.98319208,0,2,1.15074905,-0.285147003,-0.825624358,yes,1,0.5625
Does it have hooves?,does-it-have-hooves,deer,yes,deer:visual:yes:4,visual,4,yes,3,1,1,0,2,3.333333333,1.154700538,2,4,-0.333333333,1.527525232,-2,1,2.333333333,0.577350269,2,3,2.965760833,2.00896958,2.554771025,yes,1,0.5625
Does it have four legs?,does-it-have-four-legs,deer,yes,deer:visual:yes:2,visual,2,yes,4,2,0,2,2,1,1.414213562,0,3,-1.75,0.5,-2,-1,0,0,0,0,-0.664262734,-1.559656216,-0.637824614,yes,1,0.5625
Does it have antlers?,does-it-have-antlers,deer,yes,deer:visual:yes:1,visual,1,yes,5,0.4,0.547722558,0,1,1.6,0.894427191,1,3,-0.6,1.341640786,-2,1,1,1.224744871,0,3,0.269171898,-0.030245161,1.953811846,yes,1,0.5625
Does it have a white tail?,does-it-have-a-white-tail,deer,yes,deer:visual:yes:5,visual,5,yes,8,0.875,0.640869944,0,2,2,0.9258201,1,4,-1,0.755928946,-2,0,1.75,0.88640526,0,3,0.891461652,1.116813131,1.052373077,yes,1,0.5625
Is it a mammal?,is-it-a-mammal,deer,yes,deer:nonvisual:yes:3,nonvisual,3,yes,6,2,0,2,2,1.666666667,1.632993162,0,4,-1.166666667,0.752772653,-2,0,1.333333333,1.211060142,0,3,0.372886857,0.479558525,0.67677359,yes,1,0.5625
Is it fast?,is-it-fast,deer,yes,deer:nonvisual:yes:2,nonvisual,2,yes,5,1,1,0,2,1.8,1.643167673,0,4,-1.4,0.894427191,-2,0,2,1.58113883,0,4,0.580316775,1.499165895,0.150934308,yes,1,0.5625
Is it timid?,is-it-timid,deer,yes,deer:nonvisual:yes:5,nonvisual,5,yes,3,1.666666667,0.577350269,1,2,2.333333333,0.577350269,2,3,-1.333333333,1.154700538,-2,0,1,1,0,2,1.410036447,-0.030245161,0.301174103,yes,1,0.5625
Is it hunted by people?,is-it-hunted-by-people,deer,yes,deer:nonvisual:yes:1,nonvisual,1,yes,5,1.4,0.894427191,0,2,1,0.707106781,0,2,-2,0,-2,-2,0.8,0.836660027,0,2,-0.664262734,-0.336127372,-1.201223845,yes,1,0.5625
Is it an herbivore?,is-it-an-herbivore,deer,yes,deer:nonvisual:yes:4,nonvisual,4,yes,4,0.25,1.707825128,-2,2,1,0.816496581,0,2,-1,0.816496581,-2,0,1.75,0.957427108,1,3,-0.664262734,1.116813131,1.052373077,NA,NA,0.5625
Is it yellow?,is-it-yellow,deer,no,deer:visual:no:1,visual,1,no,12,-1.583333333,0.900336637,-2,1,2.166666667,1.403458931,0,4,-1.5,1,-2,1,1.083333333,1.505042031,0,4,1.15074905,0.097205761,-0.074425384,no,1,0.5625
Is it green?,is-it-green,deer,no,deer:visual:no:2,visual,2,no,6,-2,0,-2,-2,2.5,1.760681686,0,4,-2,0,-2,-2,1.333333333,2.065591118,0,4,1.669323845,0.479558525,-1.201223845,no,1,0.5625
Does it have a lid?,does-it-have-a-lid,deer,no,deer:visual:no:3,visual,3,no,5,-2,0,-2,-2,1.4,1.673320053,0,4,-2,0,-2,-2,0.2,0.447213595,0,1,-0.041972979,-1.253774005,-1.201223845,no,1,0.5625
Does it have a cushion?,does-it-have-a-cushion,deer,no,deer:visual:no:4,visual,4,no,6,-1.666666667,0.816496581,-2,0,1.833333333,1.471960144,0,4,-1.333333333,1.211060142,-2,1,0.333333333,0.516397779,0,1,0.632174254,-1.049852531,0.301174103,no,1,0.5625
Does it have large teeth?,does-it-have-large-teeth,deer,no,deer:visual:no:5,visual,5,no,7,-0.142857143,0.690065559,-1,1,1.857142857,1.345185418,0,4,-0.285714286,1.496026483,-2,2,1.571428571,1.397276262,0,4,0.669215311,0.843704014,2.662085164,NA,NA,0.5625
Does it eat people?,does-it-eat-people,deer,no,deer:nonvisual:no:4,nonvisual,4,no,4,-2,0,-2,-2,1,1.154700538,0,2,-2,0,-2,-2,0.25,0.5,0,1,-0.664262734,-1.177303452,-1.201223845,no,1,0.5625
Is it used for cider?,is-it-used-for-cider,deer,no,deer:nonvisual:no:5,nonvisual,5,no,4,-2,0,-2,-2,0.75,1.5,0,3,-1.75,0.5,-2,-1,1.25,1.892969449,0,4,-1.05319383,0.352107603,-0.637824614,no,1,0.5625
Does it live in zoos?,does-it-live-in-zoos,deer,no,deer:nonvisual:no:1,nonvisual,1,no,4,-1,0.816496581,-2,0,1.5,1.290994449,0,3,-1.5,1,-2,0,2.25,1.707825128,0,4,0.113599459,1.881518658,-0.074425384,no,1,0.5625
Is it smelly?,is-it-smelly,deer,no,deer:nonvisual:no:2,nonvisual,2,no,4,-0.25,0.957427108,-1,1,0.75,0.957427108,0,2,-1.75,0.5,-2,-1,1.25,1.258305739,0,3,-1.05319383,0.352107603,-0.637824614,NA,NA,0.5625
Is it loud?,is-it-loud,deer,no,deer:nonvisual:no:3,nonvisual,3,no,5,-1.2,0.836660027,-2,0,1.6,1.516575089,0,4,-0.8,1.095445115,-2,0,1.4,0.894427191,0,2,0.269171898,0.581519262,1.503092461,no,1,0.5625
Does it have a tail?,does-it-have-a-tail,dog,yes,dog:visual:yes:3,visual,3,yes,7,1.571428571,0.534522484,1,2,2,1.154700538,0,3,-1.428571429,0.534522484,-2,-1,1.285714286,0.951189731,0,3,0.891461652,0.406729427,0.086545825,yes,1,0.642857143
Does it have legs?,does-it-have-legs,dog,yes,dog:visual:yes:2,visual,2,yes,5,1.8,0.447213595,1,2,1.4,1.140175425,0,3,-2,0,-2,-2,0.8,1.095445115,0,2,-0.041972979,-0.336127372,-1.201223845,yes,1,0.642857143
Does it have a top?,does-it-have-a-top,dog,yes,dog:visual:yes:6,visual,4,no,4,0.5,1.732050808,-2,2,1.5,1.290994449,0,3,-0.25,1.707825128,-2,2,1.25,1.5,0,3,0.113599459,0.352107603,2.742570768,NA,NA,0.642857143
Does it have four legs?,does-it-have-four-legs,dog,yes,dog:visual:yes:1,visual,1,yes,4,1.75,0.5,1,2,1.25,0.957427108,0,2,-2,0,-2,-2,1,1.414213562,0,3,-0.275331637,-0.030245161,-1.201223845,yes,1,0.642857143
Does it have hair?,does-it-have-hair,dog,yes,dog:visual:yes:4,visual,4,yes,5,1.6,0.547722558,1,2,2,1.58113883,0,4,-1.8,0.447213595,-2,-1,1,1.224744871,0,3,0.891461652,-0.030245161,-0.75050446,yes,1,0.642857143
Does it have a nose?,does-it-have-a-nose,dog,yes,dog:visual:yes:5,visual,5,yes,4,1.75,0.5,1,2,1.25,1.892969449,0,4,-2,0,-2,-2,0,0,0,0,-0.275331637,-1.559656216,-1.201223845,yes,1,0.642857143
Is it an animal?,is-it-an-animal,dog,yes,dog:nonvisual:yes:2,nonvisual,2,yes,7,2,0,2,2,1.428571429,1.511857892,0,4,-2,0,-2,-2,1.571428571,1.718249386,0,4,0.002476289,0.843704014,-1.201223845,yes,1,0.642857143
Is it a pet?,is-it-a-pet,dog,yes,dog:nonvisual:yes:3,nonvisual,3,yes,6,1.5,0.547722558,1,2,0.666666667,0.816496581,0,2,-1.833333333,0.40824829,-2,-1,0,0,0,0,-1.182837529,-1.559656216,-0.825624358,yes,1,0.642857143
Does it bark?,does-it-bark,dog,yes,dog:nonvisual:yes:1,nonvisual,1,yes,12,1.416666667,1.164500153,-2,2,1.416666667,1.676486224,0,4,-1.333333333,1.07308674,-2,1,1.333333333,1.435481125,0,4,-0.01604424,0.479558525,0.301174103,yes,1,0.642857143
Is it used for protection?,is-it-used-for-protection,dog,yes,dog:nonvisual:yes:4,nonvisual,4,yes,6,0.666666667,0.816496581,0,2,1.166666667,1.834847859,0,4,-1.833333333,0.40824829,-2,-1,0.666666667,1.032795559,0,2,-0.404975336,-0.540048846,-0.825624358,yes,1,0.642857143
Does it chase cats?,does-it-chase-cats,dog,yes,dog:nonvisual:yes:5,nonvisual,5,yes,5,1,1,0,2,1.4,1.140175425,0,3,-1,0,-1,-1,1.2,1.303840481,0,3,-0.041972979,0.27563705,1.052373077,yes,1,0.642857143
Does it have antlers?,does-it-have-antlers,dog,no,dog:visual:no:1,visual,1,no,4,-1.75,0.5,-2,-1,1.75,1.5,0,3,-1.25,0.957427108,-2,0,0,0,0,0,0.502530556,-1.559656216,0.488973847,no,1,0.642857143
Is it pink?,is-it-pink,dog,no,dog:visual:no:2,visual,2,no,9,-1.222222222,0.833333333,-2,0,1.333333333,1.58113883,0,4,-1.333333333,1.118033989,-2,1,0.444444444,1.013793755,0,3,-0.145687938,-0.879917969,0.301174103,no,1,0.642857143
Does it have a caboose?,does-it-have-a-caboose,dog,no,dog:visual:no:3,visual,3,no,8,-1.5,0.9258201,-2,0,0.75,1.164964745,0,3,-1.25,1.38873015,-2,1,1,1.603567451,0,4,-1.05319383,-0.030245161,0.488973847,no,1,0.642857143
Does it have a mask?,does-it-have-a-mask,dog,no,dog:visual:no:5,visual,5,no,6,-2,0,-2,-2,0.833333333,0.752772653,0,2,-1.833333333,0.40824829,-2,-1,0.666666667,1.032795559,0,2,-0.923550131,-0.540048846,-0.825624358,no,1,0.642857143
Is it eaten in pies?,is-it-eaten-in-pies,dog,no,dog:nonvisual:no:2,nonvisual,2,no,7,-1.714285714,0.755928946,-2,0,0.857142857,1.069044968,0,3,-1.571428571,0.786795792,-2,0,0.571428571,0.786795792,0,2,-0.886509075,-0.685707041,-0.235396592,no,1,0.642857143
Does it lay eggs?,does-it-lay-eggs,dog,no,dog:nonvisual:no:5,nonvisual,5,no,6,-2,0,-2,-2,1,1.549193338,0,4,-2,0,-2,-2,0,0,0,0,-0.664262734,-1.559656216,-1.201223845,no,1,0.642857143
Does it hop?,does-it-hop,dog,no,dog:nonvisual:no:1,nonvisual,1,no,5,-0.8,0.836660027,-2,0,1.8,0.836660027,1,3,-1,1.224744871,-2,1,1.2,1.303840481,0,3,0.580316775,0.27563705,1.052373077,no,1,0.642857143
Is it eaten as bacon?,is-it-eaten-as-bacon,dog,no,dog:nonvisual:no:3,nonvisual,3,no,3,-2,0,-2,-2,0.333333333,0.577350269,0,1,-2,0,-2,-2,0,0,0,0,-1.701412324,-1.559656216,-1.201223845,no,1,0.642857143
